Nombre Cliente,Apellido Cliente,Fecha Nacimiento,Estado Civil,Genero,Correo Electrónico,Ingreso Anual,Numero de Hijos,Nivel Educativo Cliente,Ocupacion,Propietario Casa
JEREMY,RICHARDSON,06/08/1964,Casado,M,jeremy39@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
JONATHAN,SMITH,03/08/1962,Casado,M,jonathan60@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
THOMAS,JAI,05/08/1977,Casado,M,thomas35@adventure-works.com," 50,000 ",2,Universitaria Completa,Empleado,Si
RUBEN,SUBRAM,10/08/1968,Casado,M,ruben14@adventure-works.com," 100,000 ",0,Universitaria Incompleta,Independiente,Si
MARCUS,RIVERA,06/03/1966,Casado,M,marcus83@adventure-works.com," 30,000 ",1,Universitaria Postgrado,Deportista,Si
SHAUN,SHARMA,05/29/1966,Casado,M,shaun10@adventure-works.com," 30,000 ",1,Universitaria Postgrado,Deportista,Si
DONALD,SRINI,01/13/1969,Casado,M,donald10@adventure-works.com," 30,000 ",3,Universitaria Completa,Deportista,Si
DOUGLAS,KAPOOR,08/03/1966,Soltero,M,douglas5@adventure-works.com," 20,000 ",1,Universitaria Postgrado,Deportista,Si
ROY,PATEL,06/07/1976,Casado,M,roy3@adventure-works.com," 30,000 ",1,Universitaria Completa,Deportista,Si
PETER,ANAND,12/20/1976,Casado,M,peter27@adventure-works.com," 30,000 ",1,Universitaria Completa,Deportista,Si
STEVE,WU,07/01/1973,Casado,M,steve10@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
RODNEY,SERRANO,05/24/1986,Soltero,M,rodney12@adventure-works.com," 30,000 ",4,Universitaria Incompleta,Deportista,Si
JULIO,SUAREZ,02/13/1968,Casado,M,julio20@adventure-works.com," 30,000 ",3,Universitaria Postgrado,Deportista,Si
NELSON,ORTEGA,09/25/1957,Casado,M,nelson21@adventure-works.com," 170,000 ",5,Secundaria Completa,Empresario,Si
LEVI,SUBRAM,06/12/1981,Casado,M,levi12@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
DARREN,HERNANDEZ,08/23/1977,Casado,M,darren25@adventure-works.com," 130,000 ",1,Universitaria Postgrado,Empresario,Si
RANDALL,MARTIN,07/14/1978,Casado,M,randall1@adventure-works.com," 90,000 ",2,Universitaria Completa,Independiente,Si
STANLEY,MADAN,06/28/1974,Soltero,M,stanley8@adventure-works.com," 100,000 ",0,Universitaria Completa,Independiente,Si
BRAD,SHAN,02/13/1969,Casado,M,brad10@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
DOUGLAS,RODRIGUEZ,02/02/1951,Soltero,M,douglas23@adventure-works.com," 40,000 ",2,Universitaria Completa,Empresario,Si
TONY,KUMAR,07/25/1963,Soltero,M,tony10@adventure-works.com," 80,000 ",2,Secundaria Completa,Empleado,Si
PHIL,SPENCER,04/21/1981,Casado,M,phil0@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,Si
GEOFFREY,FERNANDEZ,02/06/1982,Casado,M,geoffrey13@adventure-works.com," 120,000 ",0,Secundaria Incompleta,Independiente,Si
MARSHALL,YUAN,07/15/1979,Casado,M,marshall28@adventure-works.com," 110,000 ",0,Secundaria Incompleta,Independiente,Si
SCOTT,RODGERS,08/01/1976,Casado,M,scott10@adventure-works.com," 60,000 ",2,Universitaria Completa,Independiente,Si
LOUIS,ZHANG,01/25/1975,Casado,M,louis38@adventure-works.com," 90,000 ",2,Universitaria Completa,Independiente,Si
DARREN,MALHOTRA,10/26/1974,Soltero,M,darren7@adventure-works.com," 100,000 ",0,Universitaria Postgrado,Empresario,Si
ETHAN,MARTINEZ,08/04/1970,Soltero,M,ethan31@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
CURTIS,GAO,07/12/1961,Casado,M,curtis11@adventure-works.com," 40,000 ",3,Universitaria Incompleta,Empleado,Si
MAURICE,ASHE,04/23/1962,Casado,M,maurice23@adventure-works.com," 70,000 ",2,Universitaria Incompleta,Empleado,Si
CLAYTON,RAI,04/26/1963,Casado,M,clayton35@adventure-works.com," 80,000 ",2,Secundaria Completa,Empleado,Si
FERNANDO,BRYANT,06/22/1981,Casado,M,fernando59@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,Si
JEROME,SUAREZ,09/19/1980,Casado,M,jerome18@adventure-works.com," 120,000 ",0,Secundaria Incompleta,Independiente,Si
RAYMOND,MADAN,05/10/1987,Soltero,M,raymond9@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,Si
OSCAR,PERRY,03/31/1960,Casado,M,oscar16@adventure-works.com," 70,000 ",2,Secundaria Incompleta,Empleado,Si
CAMERON,WHITE,11/22/1980,Casado,M,cameron31@adventure-works.com," 50,000 ",1,Universitaria Postgrado,Empleado,Si
AIDAN,DIAZ,09/06/1977,Casado,M,aidan23@adventure-works.com," 60,000 ",2,Universitaria Completa,Empleado,Si
JONATHAN,POWELL,11/21/1976,Casado,M,jonathan8@adventure-works.com," 70,000 ",2,Universitaria Completa,Empleado,Si
EVAN,CAMPBELL,07/11/1969,Casado,M,evan31@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
JUAN,MURPHY,09/28/1952,Casado,M,juan25@adventure-works.com," 30,000 ",4,Secundaria Completa,Independiente,Si
COLE,RICHARDSON,11/20/1966,Casado,M,cole11@adventure-works.com," 30,000 ",2,Secundaria Completa,Empleado,Si
JACK,ZIMMERMAN,01/30/1968,Soltero,M,jack24@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
RICHARD,WARD,02/14/1972,Soltero,M,richard84@adventure-works.com," 60,000 ",3,Universitaria Postgrado,Independiente,Si
IAN,HENDERSON,12/25/1970,Casado,M,ian45@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
WYATT,GRIFFIN,09/28/1969,Casado,M,wyatt49@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
MIGUEL,GREEN,10/08/1968,Soltero,M,miguel31@adventure-works.com," 120,000 ",5,Secundaria Completa,Independiente,Si
TIFFANY,LI,11/23/1959,Soltero,F,tiffany3@adventure-works.com," 70,000 ",2,Secundaria Completa,Independiente,Si
NATALIE,ADAMS,04/30/1958,Soltero,F,natalie58@adventure-works.com," 60,000 ",2,Universitaria Incompleta,Independiente,Si
VICTORIA,STEWART,06/13/1973,Casado,F,victoria24@adventure-works.com," 100,000 ",4,Universitaria Incompleta,Independiente,Si
JULIA,COLEMAN,12/28/1968,Soltero,F,julia72@adventure-works.com," 90,000 ",4,Secundaria Completa,Independiente,No
JADE,BAILEY,07/14/1945,Casado,F,jade13@adventure-works.com," 70,000 ",4,Universitaria Postgrado,Empresario,No
BRANDY,SANCHEZ,11/24/1984,Soltero,F,brandy16@adventure-works.com," 20,000 ",0,Secundaria Completa,Comerciante,No
NINA,YUAN,03/26/1965,Casado,F,nina7@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
TERESA,VAZQUEZ,10/28/1978,Soltero,F,teresa15@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
MORGAN,MILLER,02/13/1979,Soltero,F,morgan29@adventure-works.com," 70,000 ",4,Universitaria Postgrado,Independiente,Si
AIMEE,SHE,08/04/1974,Soltero,F,aimee17@adventure-works.com," 70,000 ",5,Universitaria Postgrado,Independiente,Si
HALEY,HENDERSON,06/07/1979,Soltero,F,haley24@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Empleado,Si
JESSIE,ALONSO,05/04/1974,Casado,F,jessie6@adventure-works.com," 70,000 ",5,Universitaria Postgrado,Independiente,Si
ALEXANDRIA,SANDBERG,11/20/1982,Soltero,F,alexandria27@adventure-works.com," 40,000 ",0,Secundaria Completa,Empleado,Si
MAKAYLA,WARD,08/13/1975,Soltero,F,makayla11@adventure-works.com," 120,000 ",0,Universitaria Completa,Empresario,No
CHLOE,WASHINGTON,05/14/1952,Casado,F,chloe80@adventure-works.com," 70,000 ",5,Universitaria Completa,Empresario,Si
KAITLYN,LEE,12/07/1973,Soltero,F,kaitlyn45@adventure-works.com," 90,000 ",4,Universitaria Incompleta,Independiente,Si
ANA,WASHINGTON,04/24/1985,Soltero,F,ana12@adventure-works.com," 40,000 ",0,Secundaria Completa,Empleado,Si
MORGAN,FOSTER,06/06/1958,Soltero,F,morgan85@adventure-works.com," 60,000 ",2,Universitaria Incompleta,Independiente,Si
MEREDITH,SERRANO,02/29/1984,Soltero,F,meredith40@adventure-works.com," 40,000 ",0,Secundaria Completa,Empleado,No
BETH,ALONSO,06/03/1964,Casado,F,beth10@adventure-works.com," 10,000 ",2,Universitaria Incompleta,Comerciante,Si
CAITLIN,BROOKS,05/15/1956,Casado,F,caitlin1@adventure-works.com," 60,000 ",2,Universitaria Completa,Empresario,No
KELSEY,XIE,05/30/1972,Casado,F,kelsey2@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
KAYLA,ALEXANDER,05/17/1954,Casado,F,kayla43@adventure-works.com," 70,000 ",4,Universitaria Completa,Empresario,Si
MORGAN,THOMAS,01/08/1964,Casado,F,morgan33@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
ALEXANDRA,HARRIS,11/03/1961,Casado,F,alexandra77@adventure-works.com," 30,000 ",1,Universitaria Incompleta,Deportista,Si
ALEXIS,JONES,12/27/1943,Soltero,F,alexis3@adventure-works.com," 50,000 ",2,Universitaria Postgrado,Empresario,Si
KAREN,LU,09/08/1977,Casado,F,karen21@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
JOCELYN,LONG,01/20/1980,Soltero,F,jocelyn10@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Empleado,Si
SARAH,THOMPSON,07/12/1962,Soltero,F,sarah17@adventure-works.com," 20,000 ",3,Secundaria Incompleta,Deportista,No
KRISTEN,GAO,06/11/1963,Casado,F,kristen13@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
SAMANTHA,TAYLOR,01/26/1964,Casado,F,samantha10@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
SIERRA,PARKER,06/29/1947,Casado,F,sierra7@adventure-works.com," 90,000 ",5,Universitaria Completa,Empresario,Si
EBONY,GARCIA,01/09/1978,Casado,F,ebony15@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
KRISTA,MARTIN,11/18/1959,Casado,F,krista0@adventure-works.com," 90,000 ",4,Secundaria Completa,Independiente,No
CASSIE,ANDERSEN,12/29/1963,Soltero,F,cassie11@adventure-works.com," 130,000 ",3,Universitaria Incompleta,Independiente,No
STACY,MARTIN,08/24/1972,Soltero,F,stacy1@adventure-works.com," 20,000 ",3,Secundaria Completa,Comerciante,Si
DANA,RUIZ,08/26/1972,Casado,F,dana18@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Deportista,No
JESSICA,MARTIN,12/12/1971,Soltero,F,jessica62@adventure-works.com," 30,000 ",3,Universitaria Incompleta,Deportista,Si
MARIA,HERNANDEZ,11/13/1972,Soltero,F,maria59@adventure-works.com," 10,000 ",3,Secundaria Incompleta,Comerciante,Si
KRISTA,ROMERO,06/28/1971,Soltero,F,krista10@adventure-works.com," 20,000 ",4,Secundaria Completa,Comerciante,Si
REGINA,VANCE,01/30/1987,Soltero,F,regina3@adventure-works.com," 30,000 ",5,Universitaria Incompleta,Deportista,Si
MEGHAN,VAZQUEZ,10/28/1969,Casado,F,meghan14@adventure-works.com," 30,000 ",3,Universitaria Postgrado,Deportista,Si
JAIME,SUAREZ,06/19/1967,Casado,F,jaime21@adventure-works.com," 20,000 ",2,Universitaria Incompleta,Comerciante,Si
JAIME,ALONSO,12/09/1968,Soltero,F,jaime9@adventure-works.com," 30,000 ",3,Universitaria Postgrado,Deportista,Si
KELLI,WU,12/13/1981,Soltero,F,kelli7@adventure-works.com," 50,000 ",0,Universitaria Postgrado,Empleado,Si
APRIL,JAI,11/19/1967,Casado,F,april9@adventure-works.com," 20,000 ",2,Universitaria Incompleta,Comerciante,Si
KATRINA,ANAND,05/19/1970,Soltero,F,katrina21@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,Si
LATASHA,MORENO,01/06/1973,Soltero,F,latasha6@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,Si
ASHLEY,PATTERSON,08/30/1967,Soltero,F,ashley37@adventure-works.com," 90,000 ",1,Universitaria Completa,Independiente,Si
CARMEN,PRASAD,05/15/1963,Casado,F,carmen12@adventure-works.com," 80,000 ",2,Secundaria Completa,Empleado,Si
REGINA,ARTHUR,12/29/1983,Soltero,F,regina6@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,No
CLAUDIA,YE,05/27/1978,Soltero,F,claudia8@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,Si
STACY,DOMINGUEZ,06/20/1979,Soltero,F,stacy13@adventure-works.com," 150,000 ",0,Universitaria Completa,Empresario,Si
BRIDGET,SHE,11/25/1976,Soltero,F,bridget1@adventure-works.com," 60,000 ",2,Universitaria Completa,Independiente,No
TARA,XU,05/14/1971,Soltero,F,tara5@adventure-works.com," 60,000 ",3,Universitaria Completa,Independiente,No
KARI,MARTINEZ,09/08/1972,Soltero,F,kari18@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
ROSA,LIANG,05/11/1960,Casado,F,rosa16@adventure-works.com," 30,000 ",3,Secundaria Completa,Empleado,Si
ERIKA,ROMERO,02/22/1982,Casado,F,erika6@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
TANYA,JIMENEZ,01/25/1981,Soltero,F,tanya1@adventure-works.com," 130,000 ",4,Secundaria Completa,Empresario,Si
KRISTINE,GILL,12/27/1978,Soltero,F,kristine14@adventure-works.com," 120,000 ",0,Secundaria Incompleta,Independiente,Si
TRISHA,LIU,11/25/1976,Soltero,F,trisha22@adventure-works.com," 60,000 ",2,Universitaria Completa,Independiente,No
IOANNIS,XYLARAS,02/17/1977,Soltero,F,ioannis0@adventure-works.com," 60,000 ",2,Universitaria Completa,Independiente,No
KAYLEE,SANDERS,08/01/1977,Casado,F,kaylee2@adventure-works.com," 120,000 ",1,Universitaria Postgrado,Empresario,No
ANNA,WATSON,03/01/1976,Soltero,F,anna22@adventure-works.com," 90,000 ",2,Universitaria Completa,Independiente,Si
TASHA,KUMAR,09/19/1968,Soltero,F,tasha8@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
CHLOE,JOHNSON,08/14/1980,Soltero,F,chloe35@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,Si
TRACY,ANDERSEN,04/24/1987,Soltero,F,tracy12@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,Si
AUTUMN,MA,01/09/1988,Casado,F,autumn15@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,No
JULIA,LONG,08/12/1967,Casado,F,julia75@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
COURTNEY,TURNER,11/29/1986,Soltero,F,courtney2@adventure-works.com," 30,000 ",0,Secundaria Incompleta,Deportista,No
LAUREN,WASHINGTON,02/12/1977,Casado,F,lauren60@adventure-works.com," 80,000 ",0,Universitaria Completa,Empresario,Si
CHLOE,SANDERS,01/09/1966,Casado,F,chloe65@adventure-works.com," 80,000 ",2,Universitaria Completa,Empresario,No
HALEY,TORRES,03/12/1967,Soltero,F,haley14@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
ISABELLE,BRYANT,07/05/1968,Casado,F,isabelle16@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
OLIVIA,FOSTER,11/05/1966,Casado,F,olivia61@adventure-works.com," 30,000 ",2,Secundaria Completa,Empleado,Si
ALISHA,SHE,03/29/1966,Casado,F,alisha24@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
JESSICA,PERRY,05/31/1970,Soltero,F,jessica32@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,No
KATHERINE,JAMES,07/14/1975,Soltero,F,katherine20@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Empleado,No
HANNAH,FOSTER,11/26/1980,Casado,F,hannah37@adventure-works.com," 50,000 ",1,Universitaria Postgrado,Empleado,Si
ASHLEY,SMITH,08/10/1970,Casado,F,ashley0@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,Si
GRACE,JENKINS,06/02/1970,Soltero,F,grace54@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,No
SHELBY,GRAY,10/27/1970,Casado,F,shelby6@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
GABRIELLA,KELLY,12/25/1975,Soltero,F,gabriella0@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Empleado,No
DAWN,SHEN,05/29/1967,Soltero,F,dawn26@adventure-works.com," 80,000 ",2,Universitaria Postgrado,Independiente,No
VICTORIA,BAILEY,12/05/1966,Soltero,F,victoria33@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,No
ALEXANDRA,ADAMS,01/02/1967,Soltero,F,alexandra57@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,No
RILEY,BROOKS,04/14/1944,Casado,F,riley21@adventure-works.com," 90,000 ",4,Universitaria Completa,Empresario,No
SYDNEY,FLORES,11/08/1961,Casado,F,sydney34@adventure-works.com," 70,000 ",3,Universitaria Postgrado,Empresario,Si
JANET,SCOTT,11/04/1961,Soltero,F,janet33@adventure-works.com," 70,000 ",3,Universitaria Postgrado,Empresario,Si
PAIGE,HOWARD,07/29/1987,Soltero,F,paige35@adventure-works.com," 30,000 ",0,Secundaria Incompleta,Deportista,No
JULIA,WRIGHT,10/22/1983,Soltero,F,julia17@adventure-works.com," 40,000 ",0,Secundaria Completa,Empleado,Si
TAMMY,CHANDRA,03/10/1975,Casado,F,tammy2@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
SETH,JACKSON,02/11/1985,Soltero,M,seth12@adventure-works.com," 20,000 ",0,Secundaria Completa,Comerciante,No
MARSHALL,CHAVEZ,10/29/1959,Soltero,M,marshall35@adventure-works.com," 60,000 ",2,Universitaria Incompleta,Independiente,Si
TRINITY,RICHARDSON,11/28/1972,Casado,F,trinity9@adventure-works.com," 90,000 ",5,Universitaria Incompleta,Independiente,Si
DAVID,DIAZ,12/19/1972,Soltero,M,david55@adventure-works.com," 120,000 ",4,Universitaria Incompleta,Independiente,Si
JENNY,RAI,04/06/1942,Casado,F,jenny40@adventure-works.com," 80,000 ",4,Universitaria Postgrado,Empresario,Si
MEGAN,BARNES,12/27/1971,Soltero,F,megan53@adventure-works.com," 110,000 ",4,Universitaria Completa,Empresario,Si
JENNA,WRIGHT,07/22/1969,Casado,F,jenna19@adventure-works.com," 130,000 ",1,Universitaria Completa,Empresario,Si
TAYLOR,LEWIS,08/02/1962,Soltero,F,taylor67@adventure-works.com," 80,000 ",2,Secundaria Incompleta,Empleado,Si
ANGELA,PERRY,09/13/1981,Soltero,NA,angela10@adventure-works.com," 50,000 ",1,Universitaria Postgrado,Empleado,Si
SEAN,BROOKS,06/21/1967,Soltero,M,sean8@adventure-works.com," 60,000 ",4,Universitaria Postgrado,Empleado,No
LANCE,GILL,08/31/1978,Soltero,M,lance13@adventure-works.com," 30,000 ",0,Universitaria Completa,Deportista,Si
ZACHARY,MOORE,04/07/1981,Casado,M,zachary37@adventure-works.com," 50,000 ",1,Universitaria Postgrado,Empleado,Si
BRITTNEY,HU,09/21/1977,Casado,F,brittney19@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
BRETT,GARCIA,02/04/1978,Casado,M,brett14@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
VICTOR,CARLSON,11/04/1965,Casado,M,victor18@adventure-works.com," 120,000 ",2,Secundaria Completa,Independiente,Si
MADISON,HUGHES,11/09/1965,Casado,F,madison47@adventure-works.com," 130,000 ",2,Universitaria Incompleta,Independiente,Si
VADIM,SAZANOVICH,05/29/1982,Soltero,F,vadim0@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
DALTON,SCOTT,09/19/1971,Casado,M,dalton29@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
EDWIN,ZHAO,05/14/1984,Soltero,M,edwin11@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Deportista,No
BONNIE,YUAN,09/05/1969,Casado,F,bonnie12@adventure-works.com," 30,000 ",3,Universitaria Postgrado,Deportista,Si
HAROLD,MCDONALD,08/09/1968,Soltero,NA,harold11@adventure-works.com," 20,000 ",1,Universitaria Incompleta,Comerciante,No
DOMINIQUE,LOPEZ,08/02/1977,Casado,F,dominique14@adventure-works.com," 30,000 ",0,Universitaria Completa,Deportista,Si
JACOB,WILSON,10/27/1977,Soltero,M,jacob7@adventure-works.com," 30,000 ",0,Universitaria Completa,Deportista,No
DAISY,MUNOZ,03/08/1978,Casado,F,daisy3@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
TERESA,GUTIERREZ,09/21/1977,Casado,F,teresa11@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
ROBIN,SANZ,07/21/1977,Soltero,F,robin15@adventure-works.com," 50,000 ",0,Universitaria Postgrado,Empleado,No
DENISE,KAPOOR,12/26/1975,Soltero,F,denise4@adventure-works.com," 90,000 ",3,Universitaria Completa,Independiente,Si
GARY,ALONSO,02/26/1949,Casado,M,gary19@adventure-works.com," 40,000 ",2,Universitaria Completa,Empresario,Si
GLENN,LIU,07/15/1958,Casado,M,glenn5@adventure-works.com," 30,000 ",3,Universitaria Incompleta,Deportista,No
DONALD,GARCIA,09/03/1963,Soltero,M,donald16@adventure-works.com," 80,000 ",2,Secundaria Completa,Empleado,Si
ROSA,SHE,03/02/1965,Casado,F,rosa23@adventure-works.com," 70,000 ",2,Secundaria Completa,Empleado,Si
MEREDITH,MARTINEZ,01/24/1982,Soltero,F,meredith17@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,Si
DOUGLAS,SURI,01/09/1981,Soltero,M,douglas4@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,Si
SHEENA,DENG,01/26/1981,Casado,F,sheena1@adventure-works.com," 120,000 ",0,Secundaria Incompleta,Independiente,Si
KRISTOPHER,FERNANDEZ,08/01/1986,Casado,M,kristopher14@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,Si
SHAWNA,ANDERSEN,09/19/1977,Casado,F,shawna14@adventure-works.com," 90,000 ",1,Universitaria Postgrado,Empresario,Si
GLORIA,ORTEGA,05/25/1978,Casado,F,gloria22@adventure-works.com," 80,000 ",4,Universitaria Postgrado,Empresario,Si
ORLANDO,SERRANO,08/06/1978,Casado,M,orlando16@adventure-works.com," 90,000 ",2,Universitaria Completa,Independiente,Si
ROBIN,MORENO,01/02/1977,Casado,F,robin3@adventure-works.com," 60,000 ",2,Universitaria Completa,Independiente,Si
LAWRENCE,GUTIERREZ,03/03/1977,Casado,M,lawrence9@adventure-works.com," 60,000 ",2,Universitaria Completa,Independiente,Si
MACKENZIE,HILL,04/08/1974,Soltero,F,mackenzie33@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
